key_resp.keys,key_resp.rt,key_resp.duration,instruct_loop.thisRepN,instruct_loop.thisTrialN,instruct_loop.thisN,instruct_loop.thisIndex,instruct_loop.ran,participant*,session,date,expName,psychopyVersion,OS,frameRate
space,0.115,,0,0,0,0,1,L2SPAN_2023_27,001,2023-09-15_23h07.44,reverse_corsi_task,2023.1.3,MacIntel,62.5
