key_resp.keys,key_resp.rt,key_resp.duration,instruct_loop.thisRepN,instruct_loop.thisTrialN,instruct_loop.thisN,instruct_loop.thisIndex,instruct_loop.ran,participant*,session,date,expName,psychopyVersion,OS,frameRate,positions,trial_type,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,corsi_trials.thisRepN,corsi_trials.thisTrialN,corsi_trials.thisN,corsi_trials.thisIndex,corsi_trials.ran,final_corsi_span
space,24.5219,,0,0,0,0,1,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,"[[0.4125,-0.1325],[0.1925,-0.295],[-0.4075,0.11875],[-0.24625,0.04375],[-0.45875,-0.3],[-0.01125,-0.295],[0.22,0.2425],[0.19375,-0.17125],[-0.55125,-0.13375]]",practice,"[0.18483904465212878,0.35514018691588783,0.3655244029075805,0.2949117341640706,0.3011422637590862]","[-0.2995846313603323,-0.14589823468328142,-0.13655244029075805,-0.49584631360332293,-0.4719626168224299]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.4708999998569467,1.812299999952316,2.1214999999999975,2.906200000047683,3.281499999999994]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,"[[0.62875,-0.1825],[0.03125,-0.41],[-0.18625,0.41125],[0.1925,-0.295],[-0.6025,0.0725],[0.45375,0.175],[0.365,-0.27625],[-0.24625,0.04375],[-0.0225,0.395]]",practice,"[0.056074766355140186,0.6157840083073728,0.3229491173416407]","[-0.397196261682243,-0.1687435098650052,-0.440809968847352]","[1,1,1]","[0,0,0]","[0,0,0]","[1.590399999856949,2.2424999999999997,3.394700000047685]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,,,,,,,,,,,,,,,,,1,0,1,0,1,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,"[[0.25625,0.0975],[0.1925,-0.295],[-0.4075,0.11875],[0.0675,0.07375],[0.19375,-0.17125],[0.54,0.03625],[0.16625,0.3825],[0.05875,-0.0575],[-0.16125,-0.28]]",practice,"[-0.34683281412253375,-0.3790238836967809,0.22118380062305296,0.2533748701973001,0.4174454828660436]","[0.13966770508826584,0.08463136033229492,-0.3068535825545171,0.0794392523364486,-0.4439252336448598]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.6599999999999966,1.2367000000476835,2.0377999999523198,2.613999999999997,3.5249999999999986]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,"[[-0.285,-0.27125],[-0.09875,0.065],[-0.675,0.29875],[0.45375,0.175],[0.0675,0.07375],[0.25625,0.0975],[0.365,-0.27625],[-0.01875,0.235],[0.57875,-0.31375]]",practice,"[-0.6697819314641744,0.0976116303219107,-0.10072689511941849,-0.27414330218068533,0.4434060228452752]","[0.28712357217030116,0.01921079958463136,0.06905503634475597,-0.2383177570093458,-0.46469366562824505]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.0932000000476805,1.698399999856946,2.5738999998569483,3.1782000000476813,4.029099999904631]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,,,,,,,,,,,,,,,,,1,0,1,0,1,
space,0.086,,0,0,0,0,1,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,"[[-0.09875,0.065],[-0.16125,-0.28],[0.22,0.2425],[-0.12125,-0.12625],[-0.45875,-0.3],[-0.485,0.34625],[-0.18625,0.41125],[-0.01125,-0.295],[0.6375,0.27375]]",main,"[0.24610591900311526,-0.1921079958463136,-0.10903426791277258,0.4537902388369678]","[0.25597092419522327,-0.2601246105919003,0.08670820353063344,-0.46157840083073726]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.8999000000953714,1.7541000001430547,2.4350000000000023,3.9112000000476854]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_26,001,2023-09-06_12h59.12.702,reverse_corsi_task,2023.1.3,Win32,30.02642325,"[[-0.01875,0.235],[-0.45875,-0.3],[-0.16125,-0.28],[0.28875,0.39875],[-0.24625,0.04375],[0.45375,0.175],[-0.485,0.34625],[0.62875,-0.1825],[-0.0225,0.395]]",main,"[-0.16614745586708204,-0.3852544132917965,-0.45898234683281414,0.029075804776739357,0.4143302180685358]","[-0.23624091381100726,-0.27050882658359293,-0.3296988577362409,0.27050882658359293,-0.440809968847352]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.9244999999999948,1.2441000001430496,2.0721000001430525,2.6361000001430455,3.419600000143049]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
