key_resp.keys,key_resp.rt,key_resp.duration,instruct_loop.thisRepN,instruct_loop.thisTrialN,instruct_loop.thisN,instruct_loop.thisIndex,instruct_loop.ran,participant*,session,date,expName,psychopyVersion,OS,frameRate,positions,trial_type,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,corsi_trials.thisRepN,corsi_trials.thisTrialN,corsi_trials.thisN,corsi_trials.thisIndex,corsi_trials.ran,final_corsi_span
space,0.0112,,0,0,0,0,1,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,"[[0.16625,0.3825],[0.05875,-0.0575],[0.6375,0.27375],[-0.09875,0.065],[-0.18625,0.41125],[0.0675,0.07375],[0.54,0.03625],[0.19375,-0.17125],[0.30125,-0.0175]]",practice,"[0.14166666666666666,0.06296296296296296,0.362962962962963]","[0.38425925925925924,-0.06481481481481481,-0.42685185185185187]","[1,1,1]","[0,0,0]","[0,0,0]","[1.715599999999629,10.731099999999635,18.196199999999727]","[""blk1"",""blk2""]","[0,0]",0,0,0,0,0,1,,,,,,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,"[[-0.16125,-0.28],[-0.6025,0.0725],[-0.0225,0.395],[-0.35125,0.36625],[0.1925,-0.295],[-0.01875,0.235],[0.4625,0.35875],[0.57875,-0.31375],[-0.3575,-0.05625]]",practice,"[-0.1425925925925926,-0.6129629629629629,0.39537037037037037]","[-0.26944444444444443,0.08611111111111111,-0.45092592592592595]","[1,1,1]","[0,0,0]","[0,0,0]","[2.712699999999721,10.29119999999972,14.732600000000097]","[""blk1"",""blk2""]","[0,0]",0,0,0,0,0,1,,,,,,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,,,,,,,,,,,,,,,,,1,0,1,0,1,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,"[[0.62875,-0.1825],[0.19375,-0.17125],[0.45375,0.175],[0.4625,0.35875],[0.22,0.2425],[-0.485,0.34625],[0.30125,-0.0175],[-0.675,0.29875],[-0.55125,-0.13375]]",practice,"[0.6166666666666667,0.2037037037037037,0.44351851851851853,0.38425925925925924]","[-0.1675925925925926,-0.20092592592592592,0.16666666666666666,-0.4527777777777778]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.4627999999998025,7.906799999999805,17.004699999999715,23.1823999999999]","[""blk1"",""blk2"",""blk3""]","[0,1,0]",0,0,0,0,0,1,,,,,,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,"[[0.22,0.2425],[0.365,-0.27625],[-0.35125,0.36625],[-0.16125,-0.28],[0.25625,0.0975],[-0.485,0.34625],[-0.01875,0.235],[-0.4075,0.11875],[-0.55125,-0.13375]]",practice,"[0.19722222222222222,0.3351851851851852,-0.3537037037037037,0.4185185185185185]","[0.2490740740740741,-0.25925925925925924,0.3388888888888889,-0.44351851851851853]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[8.094300000000274,9.8185,11.284499999999994,13.015]","[""blk1"",""blk2"",""blk3""]","[0,1,0]",0,0,0,0,0,1,,,,,,
,,,,,,,,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,,,,,,,,,,,,,,,,,1,0,1,0,1,
space,36.7046,,0,0,0,0,1,inc_j_beg_04,001,2023-07-20_09h12.29.511,reverse_corsi_task,2023.1.3,Win32,4.614142346,,,,,,,,,,,,,,,,,,,,,,
