key_resp.keys,key_resp.rt,key_resp.duration,instruct_loop.thisRepN,instruct_loop.thisTrialN,instruct_loop.thisN,instruct_loop.thisIndex,instruct_loop.ran,participant*,session,date,expName,psychopyVersion,OS,frameRate,positions,trial_type,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,corsi_trials.thisRepN,corsi_trials.thisTrialN,corsi_trials.thisN,corsi_trials.thisIndex,corsi_trials.ran,final_corsi_span
space,22.7246,,0,0,0,0,1,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,"[[-0.4075,0.11875],[-0.55125,-0.13375],[0.19375,-0.17125],[-0.09875,0.065],[0.57875,-0.31375],[-0.16125,-0.28],[0.22,0.2425],[-0.01125,-0.295],[-0.675,0.29875]]",practice,"[-0.5129629417702004,-0.5129629417702004,-0.42407406700981987,0.48425928751627606]","[-0.1324074356644242,-0.1324074356644242,0.1111111111111111,-0.4499999858714916]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.6814000000022347,0.7310000000000016,1.488100000001488,2.73560000000149]","[""blk2"",""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,"[[0.4625,0.35875],[-0.55125,-0.13375],[0.19375,-0.17125],[-0.675,0.29875],[0.62875,-0.1825],[0.1925,-0.295],[0.0675,0.07375],[0.45375,0.175],[0.05875,-0.0575]]",practice,"[0.427777749520761,-0.5953703633061161,-0.586111104046857,0.40462960137261283,0.45648150973849827,0.4861111111111111]","[0.3546296313956932,-0.12037037037037036,-0.12037037037037036,0.322222215157968,0.3462962927641692,-0.46296296296296297]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.37679999999701863,1.4001999999992591,3.3093999999985044,4.515799999997014,5.130199999999249,6.173999999999992]","[""blk1"",""blk2"",""blk2"",""blk1""]","[0,0]",0,0,0,0,0,1,,,,,,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,,,,,,,,,,,,,,,,,1,0,1,0,1,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,"[[-0.55125,-0.13375],[0.1925,-0.295],[-0.6025,0.0725],[0.62875,-0.1825],[-0.26625,0.235],[0.05875,-0.0575],[-0.01125,-0.295],[0.6375,0.27375],[-0.675,0.29875]]",practice,"[-0.6555555484913014,-0.6101851816530581,0.20185188010886865,-0.5666666737309208,0.48425928751627606,0.4425926208496094]","[0.07222221515796802,0.09166664547390407,-0.3324074215359158,-0.1490740599455657,-0.4990740882025825,-0.4499999858714916]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.302899999998516,2.130499999999998,3.030000000000001,3.946699999999254,5.251399999998512,5.818399999998519]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,"[[-0.3575,-0.05625],[0.30125,-0.0175],[0.62875,-0.1825],[0.03125,-0.41],[-0.12125,-0.12625],[0.57875,-0.31375],[0.0675,0.07375],[-0.485,0.34625],[0.28875,0.39875]]",practice,"[0.6509259541829427,0.3342593157732928,-0.3759259117974175,0.5083334181043837]","[-0.18981481481481483,-0.04259261378535518,-0.041666666666666664,-0.4675925925925926]","[0,1,1,1]","[0,0,0,0]","[1,0,0,0]","[1.4756999999992644,2.1813999999985185,3.1643000000007504,4.374399999998516]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,,,,,,,,,,,,,,,,,1,0,1,0,1,
space,0.4198,,0,0,0,0,1,INC_J_ADV_04,001,2023-07-20_09h17.42.079,reverse_corsi_task,2023.1.3,Win32,58.89975262,,,,,,,,,,,,,,,,,,,,,,
