key_resp.keys,key_resp.rt,key_resp.duration,instruct_loop.thisRepN,instruct_loop.thisTrialN,instruct_loop.thisN,instruct_loop.thisIndex,instruct_loop.ran,participant*,session,date,expName,psychopyVersion,OS,frameRate,positions,trial_type,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,corsi_trials.thisRepN,corsi_trials.thisTrialN,corsi_trials.thisN,corsi_trials.thisIndex,corsi_trials.ran,final_corsi_span
space,22.5264,,0,0,0,0,1,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,"[[-0.01875,0.235],[-0.285,-0.27125],[0.28875,0.39875],[0.1925,-0.295],[0.54,0.03625],[-0.0225,0.395],[0.365,-0.27625],[-0.16125,-0.28],[-0.45875,-0.3]]",practice,"[-0.27870370370370373,-0.025,0.4666666666666667,0.4537037037037037]","[-0.29444444444444445,0.2,-0.49074074074074076,-0.4648148148148148]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.2482000000001818,2.0305000000000035,2.9148999999999035,3.8427000000001925]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,"[[0.54,0.03625],[-0.6025,0.0725],[-0.01125,-0.295],[0.03125,-0.41],[0.1925,-0.295],[-0.18625,0.41125],[-0.485,0.34625],[-0.0225,0.395],[0.57875,-0.31375]]",practice,"[-0.6027777777777777,0.5518518518518518,0.4]","[0.04537037037037037,0.041666666666666664,-0.46944444444444444]","[1,1,1]","[0,0,0]","[0,0,0]","[1.6563999999999055,2.4006000000000967,3.0678999999999093]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,,,,,,,,,,,,,,,,,1,0,1,0,1,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,"[[0.03125,-0.41],[-0.4075,0.11875],[-0.45875,-0.3],[-0.18625,0.41125],[-0.16125,-0.28],[-0.01875,0.235],[-0.285,-0.27125],[0.1925,-0.295],[0.54,0.03625]]",practice,"[-0.4861111111111111,-0.42962962962962964,0,0.4444444444444444,0.4398148148148148]","[-0.30925925925925923,0.10092592592592593,-0.43796296296296294,-0.4777777777777778,-0.4444444444444444]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7638999999999072,1.3812999999998112,2.0153999999999,2.6157999999998083,5.101699999999724]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,"[[-0.68625,-0.225],[0.45375,0.175],[0.6375,0.27375],[-0.6025,0.0725],[-0.3575,-0.05625],[-0.285,-0.27125],[-0.675,0.29875],[0.4125,-0.1325],[-0.12125,-0.12625]]",practice,"[0.6712962962962963,0.4685185185185185,-0.6638888888888889,0.462037037037037]","[0.28055555555555556,0.2101851851851852,-0.25,-0.4444444444444444]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.1482000000001875,1.5488999999999038,2.133799999999823,2.849799999999817]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,,,,,,,,,,,,,,,,,1,0,1,0,1,
space,6.2067,,0,0,0,0,1,ADV_EN_23,001,2023-08-30_12h03.56.943,reverse_corsi_task,2023.1.3,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,
