key_resp.keys,key_resp.rt,key_resp.duration,instruct_loop.thisRepN,instruct_loop.thisTrialN,instruct_loop.thisN,instruct_loop.thisIndex,instruct_loop.ran,participant*,session,date,expName,psychopyVersion,OS,frameRate,positions,trial_type,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,corsi_trials.thisRepN,corsi_trials.thisTrialN,corsi_trials.thisN,corsi_trials.thisIndex,corsi_trials.ran,final_corsi_span
space,14.974,,0,0,0,0,1,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[0.03125,-0.41],[0.365,-0.27625],[-0.485,0.34625],[0.1925,-0.295],[-0.3575,-0.05625],[0.25625,0.0975],[0.4625,0.35875],[-0.0225,0.395],[0.28875,0.39875]]",practice,"[0.3324074921784578,0.024074059945565683,0.29444447270146124]","[-0.2712963245533131,-0.40833331920482496,-0.42685183772334345]","[1,1,1]","[0,0,0]","[0,0,0]","[2.647300000000044,3.3126000000000957,3.9964000000001363]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[-0.485,0.34625],[0.16625,0.3825],[-0.18625,0.41125],[0.6375,0.27375],[-0.285,-0.27125],[-0.35125,0.36625],[-0.55125,-0.13375],[-0.16125,-0.28],[0.0675,0.07375]]",practice,"[0.18055555555555555,-0.5046296296296297,0.35185185185185186]","[0.37777777954384134,0.2962962962962963,-0.447222250479239]","[1,1,1]","[0,0,0]","[0,0,0]","[1.1810999999998586,1.7153000000000418,2.5151999999999504]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,1,0,1,0,1,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[0.16625,0.3825],[-0.26625,0.235],[0.57875,-0.31375],[0.4125,-0.1325],[-0.4075,0.11875],[-0.01125,-0.295],[-0.16125,-0.28],[-0.45875,-0.3],[0.0675,0.07375]]",practice,"[0.5712962680392795,-0.19722217983669704,-0.21944441618742766,0.22037039862738717,0.21018522757071037,0.4481482329191985]","[-0.2898148430718316,0.21111110404685693,0.2222222222222222,0.37222222045615866,0.36666666136847603,-0.4675925925925926]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.6497000000001876,1.467200000000183,1.9163000000000494,2.6004000000001426,3.1004999999999967,4.099700000000183]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[0.16625,0.3825],[-0.24625,0.04375],[0.57875,-0.31375],[0.365,-0.27625],[-0.6025,0.0725],[0.30125,-0.0175],[0.62875,-0.1825],[0.0675,0.07375],[-0.01875,0.235]]",practice,"[0.6018518518518519,-0.27314814814814814,0.14814814814814814,0.3805556120695891,0.3805556120695891,0.37870378847475406]","[-0.304629643758138,0.004629629629629629,0.3499999929357458,-0.40555558381257234,-0.4212962962962963,-0.45555559794108075]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.6646000000000925,1.2814000000001329,1.697900000000132,2.464699999999951,3.0811000000000917,3.7146000000000896]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,1,0,1,0,1,
space,0.9708,,0,0,0,0,1,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[-0.12125,-0.12625],[-0.55125,-0.13375],[0.30125,-0.0175],[-0.18625,0.41125],[-0.16125,-0.28],[0.365,-0.27625],[0.1925,-0.295],[0.22,0.2425],[-0.24625,0.04375]]",main,"[0.28333331920482496,-0.4972222292864764,-0.5555555555555556,-0.18055555555555555,-0.16851849026150173,0.3805556120695891,0.3953703421133536]","[-0.026851865980360243,-0.14814814814814814,-0.11759263497811777,-0.11296300534848813,-0.11388891714590567,-0.41388893127441406,-0.4592592451307509]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.5668999999999045,1.216800000000049,1.7496000000001004,2.2666999999999575,2.549500000000009,3.2991999999999564,4.3160000000000025]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[0.16625,0.3825],[-0.45875,-0.3],[0.19375,-0.17125],[0.0675,0.07375],[-0.0225,0.395],[0.03125,-0.41],[0.25625,0.0975],[-0.3575,-0.05625],[-0.55125,-0.13375]]",main,"[0.2009259683114511,-0.47314813401963973,0.20648150973849827,0.3611111111111111]","[-0.20833333333333334,-0.31666670905219185,0.34814815168027524,-0.46018522757071034]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.6161999999999495,1.2830000000000013,2.0163000000000437,2.783800000000042]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[0.62875,-0.1825],[-0.6025,0.0725],[-0.01125,-0.295],[-0.09875,0.065],[0.05875,-0.0575],[0.1925,-0.295],[-0.12125,-0.12625],[0.25625,0.0975],[-0.0225,0.395]]",main,"[-0.11759256433557581,-0.019444430315936054,-0.6472222186900951,0.556481537995515,0.609259287516276,0.4425926208496094]","[0.0574074144716616,-0.3342592451307509,0.07685184478759766,-0.1490740599455657,-0.15648149560998986,-0.42777782016330296]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.367399999999904,0.9333999999999065,1.5499999999999972,2.2508000000000408,2.567600000000084,3.2331000000000927]","[""blk4"",""blk3"",""blk2"",""blk1""]","[1,1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[0.0675,0.07375],[-0.285,-0.27125],[-0.01875,0.235],[0.05875,-0.0575],[-0.26625,0.235],[0.30125,-0.0175],[0.4125,-0.1325],[-0.18625,0.41125],[-0.0225,0.395]]",main,"[0.06111109698260272,-0.05185183772334346,-0.28148149560998986,0.06759262084960938,0.3203704268844039]","[-0.056481502674244066,0.21203703350490993,-0.2777777777777778,0.07777775658501519,-0.44074072661223235]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.548699999999954,0.9986999999999568,1.5313000000000443,1.9154000000001474,2.464900000000142]","[""blk4"",""blk3"",""blk2"",""blk1""]","[1,1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,"[[-0.01875,0.235],[-0.6025,0.0725],[-0.26625,0.235],[0.19375,-0.17125],[0.54,0.03625],[0.57875,-0.31375],[0.6375,0.27375],[0.25625,0.0975],[-0.0225,0.395]]",main,"[0.5074074356644241,0.1490740599455657,-0.5944444338480631,-0.24351847613299335,-0.008333347461841724,0.3277778625488281]","[0.038888895953143085,-0.17314819053367334,0.046296296296296294,0.2249999929357458,0.25462962962962965,-0.43425927338776765]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.2980999999998488,0.8310999999998501,1.8983000000000345,2.415199999999942,2.7815999999998553,3.464499999999987]","[""blk5"",""blk4"",""blk2"",""blk3"",""blk1""]","[1,0,0,1,1]",0,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,"[0.5351852134422019,0.2287037460892289,-0.5694444444444444,-0.26111108285409435,-0.27592588354040076,-0.6055555520234285,-0.0851851569281684,-0.046296296296296294,0.341666751437717,0.3481482046621817]","[0.054629608436867046,-0.14629632455331307,0.0712963033605505,0.19444444444444445,0.19351849732575593,0.08240738621464481,0.24629629982842338,0.23703704056916414,-0.48796300534848813,-0.4611111393681279]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.9818000000000495,1.5478000000000378,2.0651000000000863,2.4309999999999974,3.1312000000001774,3.5474999999999994,4.347700000000188,4.648400000000137,5.331100000000092,5.947600000000094]","[""blk5"",""blk4"",""blk2"",""blk3"",""blk3"",""blk2"",""blk1""]","[1,0,0,1,1]",0,1,0,1,0,1,,,,,,
,,,,,,,,ADV_EN_19,001,2023-08-30_11h46.39.430,reverse_corsi_task,2023.1.3,Win32,60.04202942,,,,,,,,,,,,,,,,,0,0,0,0,1,
