key_resp.keys,key_resp.rt,key_resp.duration,instruct_loop.thisRepN,instruct_loop.thisTrialN,instruct_loop.thisN,instruct_loop.thisIndex,instruct_loop.ran,participant*,session,date,expName,psychopyVersion,OS,frameRate,positions,trial_type,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,corsi_trials.thisRepN,corsi_trials.thisTrialN,corsi_trials.thisN,corsi_trials.thisIndex,corsi_trials.ran,final_corsi_span
space,16.0235,,0,0,0,0,1,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,"[[0.4125,-0.1325],[-0.35125,0.36625],[0.05875,-0.0575],[0.54,0.03625],[-0.485,0.34625],[-0.675,0.29875],[0.03125,-0.41],[0.62875,-0.1825],[-0.12125,-0.12625]]",practice,"[-0.36018518518518516,0.43148148148148147,0.45555555555555555]","[0.3574074074074074,-0.12685185185185185,-0.4537037037037037]","[1,1,1]","[0,0,0]","[0,0,0]","[0.7674999999999983,1.352200000000181,2.203299999999814]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,"[[0.22,0.2425],[0.30125,-0.0175],[0.4625,0.35875],[0.19375,-0.17125],[-0.3575,-0.05625],[-0.4075,0.11875],[0.25625,0.0975],[-0.285,-0.27125],[-0.12125,-0.12625]]",practice,"[0.31574074074074077,0.2564814814814815,0.47685185185185186]","[-0.030555555555555555,0.2564814814814815,-0.46944444444444444]","[1,1,1]","[0,0,0]","[0,0,0]","[2.0187000000001802,2.585200000000185,3.2689000000003716]","[""blk2"",""blk1""]","[1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,,,,,,,,,,,,,,,,,1,0,1,0,1,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,"[[-0.55125,-0.13375],[0.30125,-0.0175],[-0.45875,-0.3],[-0.485,0.34625],[-0.285,-0.27125],[0.0675,0.07375],[-0.12125,-0.12625],[0.28875,0.39875],[-0.09875,0.065]]",practice,"[-0.45185185185185184,0.2814814814814815,-0.5435185185185185,0.47314814814814815]","[-0.3037037037037037,-0.001851851851851852,-0.14351851851851852,-0.45925925925925926]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.8475999999996304,1.363799999999813,1.9473999999994476,2.615899999999442]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,,,,,,,,,,,,,,,,,0,0,0,0,1,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,"[[-0.4075,0.11875],[0.05875,-0.0575],[0.16625,0.3825],[-0.35125,0.36625],[0.365,-0.27625],[0.30125,-0.0175],[0.62875,-0.1825],[-0.68625,-0.225],[0.0675,0.07375]]",practice,"[0.20833333333333334,0.020370370370370372,-0.40370370370370373,0.38055555555555554]","[0.3731481481481482,-0.07592592592592592,0.10185185185185185,-0.44814814814814813]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.03279999999981,2.600799999999822,3.201799999999821,3.9057999999998145]","[""blk3"",""blk2"",""blk1""]","[1,1,1]",1,0,0,0,0,1,,,,,,
,,,,,,,,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,,,,,,,,,,,,,,,,,1,0,1,0,1,
space,0.9036,,0,0,0,0,1,ADV_EN_21,001,2023-08-30_11h48.17.673,reverse_corsi_task,2023.1.3,Win32,59.61251863,,,,,,,,,,,,,,,,,,,,,,
