"","Experiment","spatial_verb","key_resp_6.corr","participant","key_resp_6.rt","log_rt","group","final_corsi_span","vmn_score","vmn_z","corsi_z"
"60","visuospatial","no","1","L2SPAN_2023_05","1.77",0.570979546585738,"L2 learners","7",16,1.70731727728201,1.25121908570051
"61","visuospatial","yes","1","L2SPAN_2023_05","1.0213",0.0210763256019163,"L2 learners","7",16,1.70731727728201,1.25121908570051
"62","visuospatial","yes","1","L2SPAN_2023_05","1.6099",0.476172065266112,"L2 learners","7",16,1.70731727728201,1.25121908570051
"63","visuospatial","yes","1","L2SPAN_2023_05","0.7762",-0.253345060047331,"L2 learners","7",16,1.70731727728201,1.25121908570051
"64","visuospatial","no","1","L2SPAN_2023_05","1.455",0.375005900623456,"L2 learners","7",16,1.70731727728201,1.25121908570051
"65","visuospatial","yes","1","L2SPAN_2023_05","0.8859",-0.12115120156415,"L2 learners","7",16,1.70731727728201,1.25121908570051
"66","visuospatial","yes","0","L2SPAN_2023_05","2.6057",0.957701353119703,"L2 learners","7",16,1.70731727728201,1.25121908570051
"67","visuospatial","yes","1","L2SPAN_2023_05","1.4393",0.364156884286488,"L2 learners","7",16,1.70731727728201,1.25121908570051
"68","visuospatial","yes","1","L2SPAN_2023_05","1.4187",0.349740959335803,"L2 learners","7",16,1.70731727728201,1.25121908570051
"69","visuospatial","no","1","L2SPAN_2023_05","1.5765",0.455207200002978,"L2 learners","7",16,1.70731727728201,1.25121908570051
"70","visuospatial","no","0","L2SPAN_2023_05","0.9518",-0.049400350295127,"L2 learners","7",16,1.70731727728201,1.25121908570051
"71","visuospatial","no","1","L2SPAN_2023_05","1.0366",0.0359461267734691,"L2 learners","7",16,1.70731727728201,1.25121908570051
"72","visuospatial","yes","1","L2SPAN_2023_05","3.0181",1.1046274943229,"L2 learners","7",16,1.70731727728201,1.25121908570051
"73","visuospatial","no","0","L2SPAN_2023_19","0.9539",-0.0471964348309747,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"74","visuospatial","yes","1","L2SPAN_2023_19","0.9558",-0.0452065928380792,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"75","visuospatial","yes","1","L2SPAN_2023_19","0.8177",-0.201259757814205,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"76","visuospatial","yes","1","L2SPAN_2023_19","1.1972",0.179985496996407,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"77","visuospatial","no","1","L2SPAN_2023_19","1.1007",0.095946341047209,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"78","visuospatial","no","1","L2SPAN_2023_19","0.6516",-0.428324402254247,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"79","visuospatial","no","1","L2SPAN_2023_19","0.8671",-0.142600968599022,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"80","visuospatial","yes","1","L2SPAN_2023_19","0.7997",-0.223518621644293,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"81","visuospatial","no","1","L2SPAN_2023_19","0.6285",-0.464419250951835,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"82","visuospatial","no","1","L2SPAN_2023_19","0.9824",-0.017756721589259,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"83","visuospatial","no","1","L2SPAN_2023_19","0.6512",-0.428938464293806,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"84","visuospatial","no","1","L2SPAN_2023_19","1.2501",0.22322354811438,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"85","visuospatial","yes","1","L2SPAN_2023_19","0.6174",-0.482238166914078,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"86","visuospatial","yes","1","L2SPAN_2023_19","1.0848",0.0813956382039941,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"87","visuospatial","yes","1","L2SPAN_2023_19","1.0662",0.0641009254065236,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"88","visuospatial","no","1","L2SPAN_2023_19","0.9331",-0.0692429027421607,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"89","visuospatial","yes","1","L2SPAN_2023_19","0.9648",-0.0358344530092161,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"90","visuospatial","yes","0","L2SPAN_2023_19","0.9511",-0.0501360694937973,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"91","visuospatial","yes","1","L2SPAN_2023_19","1.2554",0.227454246901294,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"92","visuospatial","yes","1","L2SPAN_2023_19","1.055",0.0535407669280298,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"93","visuospatial","no","0","L2SPAN_2023_19","1.158",0.146694379150803,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"94","visuospatial","no","0","L2SPAN_2023_19","1.2714",0.240118655520171,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"95","visuospatial","no","0","L2SPAN_2023_19","1.4673",0.383423977231284,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"96","visuospatial","yes","1","L2SPAN_2023_19","2.0717",0.728369526269706,"L2 learners","7",8,-0.0694031413529272,1.25121908570051
"97","visuospatial","yes","1","L2SPAN_2023_20","1.7172",0.540695057368269,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"98","visuospatial","no","1","L2SPAN_2023_20","1.0838",0.0804733841498769,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"99","visuospatial","yes","1","L2SPAN_2023_20","3.1925",1.16080430892456,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"100","visuospatial","yes","1","L2SPAN_2023_20","1.5026",0.407196940952923,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"101","visuospatial","no","1","L2SPAN_2023_20","1.8925",0.637898706329467,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"102","visuospatial","yes","1","L2SPAN_2023_20","1.9209",0.652793826210729,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"103","visuospatial","yes","0","L2SPAN_2023_20","1.1585",0.147126064890294,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"104","visuospatial","no","1","L2SPAN_2023_20","1.4344",0.360746643308786,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"105","visuospatial","yes","1","L2SPAN_2023_20","1.4703",0.385466461601474,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"106","visuospatial","yes","0","L2SPAN_2023_20","0.7874",-0.2390189004725,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"107","visuospatial","yes","1","L2SPAN_2023_20","1.9549",0.670339041233937,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"108","visuospatial","no","0","L2SPAN_2023_20","0.9376",-0.0644318601593889,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"109","visuospatial","no","1","L2SPAN_2023_20","1.1691",0.156234222030636,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"110","visuospatial","no","1","L2SPAN_2023_20","1.3364",0.289979431500464,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"111","visuospatial","no","0","L2SPAN_2023_20","1.5351",0.428595525497019,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"112","visuospatial","no","1","L2SPAN_2023_20","1.6754",0.516051942737572,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"113","visuospatial","yes","1","L2SPAN_2023_20","2.1419",0.76169328559496,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"114","visuospatial","no","0","L2SPAN_2023_20","6.4041",1.85693841025303,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"115","visuospatial","yes","0","L2SPAN_2023_20","0.6028",-0.506169812229797,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"116","visuospatial","no","0","L2SPAN_2023_20","5.1091",1.63102326345912,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"117","visuospatial","no","1","L2SPAN_2023_20","1.9915",0.688888123639562,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"118","visuospatial","no","0","L2SPAN_2023_20","1.39",0.3293037471426,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"119","visuospatial","yes","0","L2SPAN_2023_20","2.3377",0.849167540017855,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"120","visuospatial","yes","0","L2SPAN_2023_20","0.6706",-0.399582444950009,"L2 learners","6",7,-0.291493193682294,0.490984704515391
"121","visuospatial","no","1","L2SPAN_2023_25","0.5704",-0.561417409882051,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"122","visuospatial","yes","1","L2SPAN_2023_25","0.9381",-0.0638987258502317,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"123","visuospatial","yes","1","L2SPAN_2023_25","1.0561",0.0545828777702917,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"124","visuospatial","yes","1","L2SPAN_2023_25","0.8015",-0.221270306932529,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"125","visuospatial","no","1","L2SPAN_2023_25","0.669",-0.401971218853909,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"126","visuospatial","no","1","L2SPAN_2023_25","1.4596",0.378162425580156,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"127","visuospatial","no","1","L2SPAN_2023_25","1.1006",0.0958554856435214,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"128","visuospatial","yes","1","L2SPAN_2023_25","0.9225",-0.0806679030674548,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"129","visuospatial","no","1","L2SPAN_2023_25","0.8343",-0.181162229074108,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"130","visuospatial","no","1","L2SPAN_2023_25","0.9308",-0.0717108475540004,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"131","visuospatial","no","1","L2SPAN_2023_25","1.8039",0.589950987731496,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"132","visuospatial","no","1","L2SPAN_2023_25","1.2715",0.240197305880037,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"133","visuospatial","yes","1","L2SPAN_2023_25","1.1023",0.0973989059871328,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"134","visuospatial","yes","1","L2SPAN_2023_25","0.822",-0.196014883925957,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"135","visuospatial","yes","1","L2SPAN_2023_25","0.6011",-0.508993968937021,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"136","visuospatial","no","1","L2SPAN_2023_25","1.3365",0.290054256596837,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"137","visuospatial","yes","1","L2SPAN_2023_25","0.5859",-0.534606152431394,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"138","visuospatial","yes","1","L2SPAN_2023_25","1.6503",0.500957089567385,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"139","visuospatial","yes","0","L2SPAN_2023_25","0.7964",-0.227653706792096,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"140","visuospatial","yes","1","L2SPAN_2023_25","1.3472",0.298028364505925,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"141","visuospatial","no","1","L2SPAN_2023_25","0.8864",-0.120586962989118,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"142","visuospatial","no","1","L2SPAN_2023_25","0.4848",-0.724018844227032,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"143","visuospatial","no","1","L2SPAN_2023_25","0.5752",-0.5530374725753,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"144","visuospatial","yes","1","L2SPAN_2023_25","1.9613",0.673607518685328,"L2 learners","7",4,-0.957763350670395,1.25121908570051
"145","visuospatial","yes","1","L2SPAN_2023_28","1.079",0.0760346862759976,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"146","visuospatial","no","1","L2SPAN_2023_28","0.802",-0.220646671115623,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"147","visuospatial","yes","1","L2SPAN_2023_28","1.065",0.0629747991613884,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"148","visuospatial","yes","0","L2SPAN_2023_28","0.742",-0.298406035814757,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"149","visuospatial","no","1","L2SPAN_2023_28","1.104",0.0989399478549036,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"150","visuospatial","yes","1","L2SPAN_2023_28","0.952",-0.0491902441907718,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"151","visuospatial","yes","1","L2SPAN_2023_28","0.769",-0.262664309476493,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"152","visuospatial","no","1","L2SPAN_2023_28","1.039",0.0382587121170903,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"153","visuospatial","yes","1","L2SPAN_2023_28","0.988",-0.0120725812342692,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"154","visuospatial","yes","1","L2SPAN_2023_28","1.214",0.193920692637306,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"155","visuospatial","yes","1","L2SPAN_2023_28","0.922",-0.0812100554255432,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"156","visuospatial","no","0","L2SPAN_2023_28","0.948",-0.0534007767271153,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"157","visuospatial","no","1","L2SPAN_2023_28","2.019",0.7026023393307,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"158","visuospatial","no","0","L2SPAN_2023_28","2.026",0.706063405826492,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"159","visuospatial","no","1","L2SPAN_2023_28","1.252",0.224742272677907,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"160","visuospatial","no","1","L2SPAN_2023_28","3.015",1.10359983017915,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"161","visuospatial","yes","1","L2SPAN_2023_28","1.369",0.314080546306312,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"162","visuospatial","no","0","L2SPAN_2023_28","1.646",0.498348102254878,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"163","visuospatial","yes","1","L2SPAN_2023_28","1.374",0.317726193800158,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"164","visuospatial","no","1","L2SPAN_2023_28","1.099",0.0944006754214843,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"165","visuospatial","no","1","L2SPAN_2023_28","0.72",-0.328504066972036,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"166","visuospatial","no","1","L2SPAN_2023_28","1.206",0.187309098304994,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"167","visuospatial","yes","1","L2SPAN_2023_28","1.05",0.048790164169432,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"168","visuospatial","yes","1","L2SPAN_2023_28","0.714",-0.336872316642553,"L2 learners","5",11,0.596867015635174,-0.269249676669731
"169","visuospatial","no","1","L2SPAN_2023_30","1.6247",0.485323183353568,"L2 learners","7",12,0.81895706796454,1.25121908570051
"170","visuospatial","yes","1","L2SPAN_2023_30","0.9267",-0.0761253903894914,"L2 learners","7",12,0.81895706796454,1.25121908570051
"171","visuospatial","yes","1","L2SPAN_2023_30","1.9824",0.684308231892741,"L2 learners","7",12,0.81895706796454,1.25121908570051
"172","visuospatial","no","1","L2SPAN_2023_30","1.1196",0.112971478659161,"L2 learners","7",12,0.81895706796454,1.25121908570051
"173","visuospatial","no","1","L2SPAN_2023_30","1.3278",0.283523437302922,"L2 learners","7",12,0.81895706796454,1.25121908570051
"174","visuospatial","yes","1","L2SPAN_2023_30","0.8811",-0.126584152109453,"L2 learners","7",12,0.81895706796454,1.25121908570051
"175","visuospatial","yes","1","L2SPAN_2023_30","1.4084",0.34245430829876,"L2 learners","7",12,0.81895706796454,1.25121908570051
"176","visuospatial","no","1","L2SPAN_2023_30","1.5143",0.414953285980473,"L2 learners","7",12,0.81895706796454,1.25121908570051
"177","visuospatial","no","0","L2SPAN_2023_30","1.2893",0.254099435434655,"L2 learners","7",12,0.81895706796454,1.25121908570051
"178","visuospatial","no","1","L2SPAN_2023_30","0.9558",-0.0452065928380792,"L2 learners","7",12,0.81895706796454,1.25121908570051
"179","visuospatial","yes","1","L2SPAN_2023_30","1.1014",0.096582097846244,"L2 learners","7",12,0.81895706796454,1.25121908570051
"180","visuospatial","yes","1","L2SPAN_2023_30","0.9567",-0.0442654162980154,"L2 learners","7",12,0.81895706796454,1.25121908570051
"181","visuospatial","no","1","L2SPAN_2023_30","0.9066",-0.0980539404753882,"L2 learners","7",12,0.81895706796454,1.25121908570051
"182","visuospatial","no","0","L2SPAN_2023_30","1.5265",0.422977533192795,"L2 learners","7",12,0.81895706796454,1.25121908570051
"183","visuospatial","yes","1","L2SPAN_2023_30","0.9867",-0.0133892371190161,"L2 learners","7",12,0.81895706796454,1.25121908570051
"184","visuospatial","yes","1","L2SPAN_2023_30","1.1932",0.176638773658456,"L2 learners","7",12,0.81895706796454,1.25121908570051
"185","visuospatial","yes","0","L2SPAN_2023_30","0.9394",-0.0625139053892423,"L2 learners","7",12,0.81895706796454,1.25121908570051
"186","visuospatial","no","1","L2SPAN_2023_30","1.3728",0.316852449751561,"L2 learners","7",12,0.81895706796454,1.25121908570051
"187","visuospatial","no","1","L2SPAN_2023_30","1.241",0.21591750622247,"L2 learners","7",12,0.81895706796454,1.25121908570051
"188","visuospatial","no","1","L2SPAN_2023_30","0.7807",-0.247564325855892,"L2 learners","7",12,0.81895706796454,1.25121908570051
"189","visuospatial","yes","1","L2SPAN_2023_30","1.0375",0.0368139731227164,"L2 learners","7",12,0.81895706796454,1.25121908570051
"190","visuospatial","yes","1","L2SPAN_2023_30","1.1075",0.102105222937154,"L2 learners","7",12,0.81895706796454,1.25121908570051
"191","visuospatial","yes","1","L2SPAN_2023_30","1.2116",0.191941800170945,"L2 learners","7",12,0.81895706796454,1.25121908570051
"192","visuospatial","no","1","L2SPAN_2023_30","1.0468",0.0457378916738537,"L2 learners","7",12,0.81895706796454,1.25121908570051
"193","visuospatial","yes","1","L2SPAN_2023_36","0.6944",-0.364707115635997,"L2 learners","7",9,0.15268691097644,1.25121908570051
"194","visuospatial","no","1","L2SPAN_2023_36","0.8006",-0.222393832423664,"L2 learners","7",9,0.15268691097644,1.25121908570051
"195","visuospatial","yes","1","L2SPAN_2023_36","1.0217",0.021467906615241,"L2 learners","7",9,0.15268691097644,1.25121908570051
"196","visuospatial","yes","0","L2SPAN_2023_36","0.7833",-0.244239514608944,"L2 learners","7",9,0.15268691097644,1.25121908570051
"197","visuospatial","no","1","L2SPAN_2023_36","1.1585",0.147126064890294,"L2 learners","7",9,0.15268691097644,1.25121908570051
"198","visuospatial","yes","1","L2SPAN_2023_36","0.8832",-0.124203603459306,"L2 learners","7",9,0.15268691097644,1.25121908570051
"199","visuospatial","yes","1","L2SPAN_2023_36","0.6652",-0.407667531663364,"L2 learners","7",9,0.15268691097644,1.25121908570051
"200","visuospatial","no","1","L2SPAN_2023_36","0.7401",-0.300969966778716,"L2 learners","7",9,0.15268691097644,1.25121908570051
"201","visuospatial","yes","1","L2SPAN_2023_36","0.6656",-0.407066389475138,"L2 learners","7",9,0.15268691097644,1.25121908570051
"202","visuospatial","yes","1","L2SPAN_2023_36","0.7582",-0.276808075899903,"L2 learners","7",9,0.15268691097644,1.25121908570051
"203","visuospatial","yes","1","L2SPAN_2023_36","0.9478",-0.0536117694486492,"L2 learners","7",9,0.15268691097644,1.25121908570051
"204","visuospatial","no","1","L2SPAN_2023_36","1.3244",0.280959526690954,"L2 learners","7",9,0.15268691097644,1.25121908570051
"205","visuospatial","no","1","L2SPAN_2023_36","1.0134",0.0133110140596724,"L2 learners","7",9,0.15268691097644,1.25121908570051
"206","visuospatial","no","1","L2SPAN_2023_36","0.7016",-0.354391837924164,"L2 learners","7",9,0.15268691097644,1.25121908570051
"207","visuospatial","no","1","L2SPAN_2023_36","0.7677",-0.264356247148284,"L2 learners","7",9,0.15268691097644,1.25121908570051
