trial_type,trial_index,time_elapsed,internal_node_id,userID,sessionType,success,rt,responses,stage,stimulus,key_press,sequence,recall,sequence_last_digits,digit,correct
pavlovia,0,4,0.0-0.0,20215896,PRE,,,,,,,,,,,
fullscreen,1,15468,0.0-1.0,20215896,PRE,TRUE,,,,,,,,,,
survey-html-form,2,28733,0.0-2.0,20215896,PRE,,12590.9,"{""userID"":""L2SPAN_2023_52"",""type"":""PRE""}",userID,,,,,,,
html-keyboard-response,3,31405,0.0-3.0,20215896,PRE,,2001.3,,,"<p>Welcome to this task.</p>			<p>You will see a set of numbers, presented one at a time.<br/>			You need to pay attention to the numbers in the list and their order.<br/>			The list will end abruptly at any time. You will be told to enter the LAST X number of digits.</p>			<p>[Press SPACE to practice]</p>",32,,,,,
html-keyboard-response,4,32227,0.0-4.0,20215896,PRE,,null,,fixation cross,<div class='stimulus'>+</div>,null,,,,,
html-keyboard-response,5,34035,0.0-5.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">9</div>",null,"9,8,3",,,,
html-keyboard-response,6,35843,0.0-6.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">8</div>",null,"9,8,3",,,,
html-keyboard-response,7,37651,0.0-7.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">3</div>",null,"9,8,3",,,,
survey-html-form-autofocus,8,43599,0.0-8.0,20215896,PRE,,5272.2,"{""recall"":""83""}",practice recall,,,983,,83,,
html-keyboard-response,9,45560,0.0-9.0,20215896,PRE,,1294.1,,,<span class='correct'>Perfect!</span><br/>Press SPACE to continue.,32,,,,,
html-keyboard-response,10,46379,0.0-10.0,20215896,PRE,,null,,fixation cross,<div class='stimulus'>+</div>,null,,,,,
html-keyboard-response,11,48187,0.0-11.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">4</div>",null,"4,8,2,1,9",,,,
html-keyboard-response,12,49995,0.0-12.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">8</div>",null,"4,8,2,1,9",,,,
html-keyboard-response,13,51802,0.0-13.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">2</div>",null,"4,8,2,1,9",,,,
html-keyboard-response,14,53611,0.0-14.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">1</div>",null,"4,8,2,1,9",,,,
html-keyboard-response,15,55419,0.0-15.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">9</div>",null,"4,8,2,1,9",,,,
survey-html-form-autofocus,16,62065,0.0-16.0,20215896,PRE,,5970.9,"{""recall"":""219""}",practice recall,,,48219,,219,,
html-keyboard-response,17,63790,0.0-17.0,20215896,PRE,,1051.1,,,<span class='correct'>Perfect!</span><br/>Press SPACE to continue.,32,,,,,
html-keyboard-response,18,64611,0.0-18.0,20215896,PRE,,null,,fixation cross,<div class='stimulus'>+</div>,null,,,,,
html-keyboard-response,19,66416,0.0-19.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">5</div>",null,"5,7,1,9,4,2,3,6",,,,
html-keyboard-response,20,68219,0.0-20.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">7</div>",null,"5,7,1,9,4,2,3,6",,,,
html-keyboard-response,21,70027,0.0-21.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">1</div>",null,"5,7,1,9,4,2,3,6",,,,
html-keyboard-response,22,71833,0.0-22.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">9</div>",null,"5,7,1,9,4,2,3,6",,,,
html-keyboard-response,23,73634,0.0-23.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">4</div>",null,"5,7,1,9,4,2,3,6",,,,
html-keyboard-response,24,75442,0.0-24.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">2</div>",null,"5,7,1,9,4,2,3,6",,,,
html-keyboard-response,25,77251,0.0-25.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">3</div>",null,"5,7,1,9,4,2,3,6",,,,
html-keyboard-response,26,79051,0.0-26.0,20215896,PRE,,null,,practice display digit,"<div class=""stimulus"">6</div>",null,"5,7,1,9,4,2,3,6",,,,
survey-html-form-autofocus,27,88883,0.0-27.0,20215896,PRE,,9156.7,"{""recall"":""4126""}",practice recall,,,57194236,,4236,,
html-keyboard-response,28,102399,0.0-28.0,20215896,PRE,,12844.1,,,"<p>The sequence was 57194236					and you input 4126.<br/>					<span class='incorrect'>You should have written 4236.</span></p>						<p>Press SPACE to continue</p>",32,,,,,
html-keyboard-response,29,110261,0.0-29.0,20215896,PRE,,7848,,,"<p>That was the practice section.<br/>			<p>Now goes the official part of the task.<br/>			You won't be given any feedback on your performance.</p>			<p>R U ready?</p>			<p>[Press Y to begin]</p>",89,,,,,
html-keyboard-response,30,111738,0.0-30.0,20215896,PRE,,null,,fixation cross,<div class='stimulus'>+</div>,null,,,,,
html-keyboard-response,31,113546,0.0-31.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">0</div>",null,"0,7,8",,,0,
html-keyboard-response,32,115355,0.0-32.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">7</div>",null,"0,7,8",,,7,
html-keyboard-response,33,117164,0.0-33.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">8</div>",null,"0,7,8",,,8,
survey-html-form-autofocus,34,121486,0.0-34.0,20215896,PRE,,3647.9,"{""recall"":""8""}",recall,,,78,8,8,,TRUE
html-keyboard-response,35,122963,0.0-35.0,20215896,PRE,,null,,fixation cross,<div class='stimulus'>+</div>,null,,,,,
html-keyboard-response,36,124770,0.0-36.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">0</div>",null,"0,2,8,0,4,7,0",,,0,
html-keyboard-response,37,126578,0.0-37.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">2</div>",null,"0,2,8,0,4,7,0",,,2,
html-keyboard-response,38,128388,0.0-38.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">8</div>",null,"0,2,8,0,4,7,0",,,8,
html-keyboard-response,39,130195,0.0-39.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">0</div>",null,"0,2,8,0,4,7,0",,,0,
html-keyboard-response,40,132003,0.0-40.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">4</div>",null,"0,2,8,0,4,7,0",,,4,
html-keyboard-response,41,133811,0.0-41.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">7</div>",null,"0,2,8,0,4,7,0",,,7,
html-keyboard-response,42,135620,0.0-42.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">0</div>",null,"0,2,8,0,4,7,0",,,0,
survey-html-form-autofocus,43,139586,0.0-43.0,20215896,PRE,,3291.8,"{""recall"":""0""}",recall,,,280470,0,0,,TRUE
html-keyboard-response,44,141065,0.0-44.0-0.0,20215896,PRE,,null,,fixation cross,<div class='stimulus'>+</div>,null,,,,,
html-keyboard-response,45,142876,0.0-44.0-1.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">0</div>",null,"0,6,3,9,6,0,2,7,2,1,8",,,0,
html-keyboard-response,46,144684,0.0-44.0-2.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">6</div>",null,"0,6,3,9,6,0,2,7,2,1,8",,,6,
html-keyboard-response,47,146492,0.0-44.0-3.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">3</div>",null,"0,6,3,9,6,0,2,7,2,1,8",,,3,
html-keyboard-response,48,148299,0.0-44.0-4.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">9</div>",null,"0,6,3,9,6,0,2,7,2,1,8",,,9,
html-keyboard-response,49,150107,0.0-44.0-5.0,20215896,PRE,,null,,display digit,"<div class=""stimulus"">6</div>",null,"0,6,3,9,6,0,2,7,2,1,8",,,6,
